measure,country_name,median,percentile
loudness,Canada,-6.222,0.4583333333333333
loudness,Saudi Arabia,-6.221,0.4722222222222222
loudness,Australia,-6.21,0.4861111111111111
loudness,Switzerland,-6.203,0.5
loudness,Thailand,-6.182,0.5138888888888888
loudness,United Arab Emirates,-6.182,0.5138888888888888
loudness,Luxembourg,-6.161,0.5416666666666666
loudness,Mexico,-6.147,0.5555555555555556
loudness,United Kingdom,-6.129,0.5694444444444444
loudness,Belgium,-6.129,0.5694444444444444
loudness,Denmark,-6.096,0.5972222222222222
loudness,Egypt,-6.05,0.6111111111111112
loudness,,-5.968,0.625
loudness,Singapore,-5.914,0.6388888888888888
loudness,"Taiwan, Province of China",-5.878,0.6527777777777778
loudness,Netherlands,-5.804,0.6666666666666666
loudness,Italy,-5.737,0.6805555555555556
loudness,Finland,-5.571,0.6944444444444444
loudness,Romania,-5.386,0.7083333333333334
loudness,Panama,-5.353,0.7222222222222222
loudness,Guatemala,-5.329,0.7361111111111112
loudness,Honduras,-5.274,0.75
loudness,Nicaragua,-5.228,0.7638888888888888
loudness,Dominican Republic,-5.182,0.7777777777777778
loudness,Chile,-5.085,0.7916666666666666
loudness,Spain,-5.061,0.8055555555555556
loudness,"Korea, Republic of",-5.031,0.8194444444444444
loudness,Bulgaria,-5.026,0.8333333333333334
loudness,El Salvador,-5.009,0.8472222222222222
loudness,"Venezuela, Bolivarian Republic of",-5.009,0.8472222222222222
loudness,Argentina,-4.963,0.875
loudness,Ecuador,-4.943,0.8888888888888888
loudness,Peru,-4.915,0.9027777777777778
loudness,Colombia,-4.915,0.9027777777777778
loudness,Paraguay,-4.867,0.9305555555555556
loudness,Costa Rica,-4.867,0.9305555555555556
loudness,Uruguay,-4.774,0.9583333333333334
loudness,"Bolivia, Plurinational State of",-4.687,0.9722222222222222
loudness,Brazil,-4.424,0.9861111111111112
loudness,Japan,-4.299,1.0
danceability,Indonesia,0.522,0.0
danceability,Malaysia,0.601,0.013888888888888888
danceability,Israel,0.604,0.027777777777777776
danceability,Japan,0.612,0.041666666666666664
danceability,Ireland,0.612,0.041666666666666664
danceability,Hong Kong,0.624,0.06944444444444445
danceability,Saudi Arabia,0.629,0.08333333333333333
danceability,Thailand,0.63,0.09722222222222222
danceability,United Kingdom,0.635,0.1111111111111111
danceability,Canada,0.638,0.125
danceability,Australia,0.638,0.125
danceability,United States,0.644,0.1527777777777778
danceability,"Taiwan, Province of China",0.644,0.1527777777777778
danceability,Sweden,0.644,0.1527777777777778
danceability,New Zealand,0.645,0.19444444444444445
danceability,Norway,0.646,0.20833333333333334
danceability,United Arab Emirates,0.65,0.2222222222222222
danceability,Philippines,0.652,0.2361111111111111
danceability,India,0.656,0.25
danceability,Singapore,0.66,0.2638888888888889
danceability,Switzerland,0.664,0.2777777777777778
danceability,Turkey,0.665,0.2916666666666667
danceability,Latvia,0.666,0.3055555555555556
danceability,,0.668,0.3194444444444444
danceability,Brazil,0.669,0.3333333333333333
danceability,Estonia,0.67,0.3472222222222222
danceability,Belgium,0.671,0.3611111111111111
danceability,"Korea, Republic of",0.671,0.3611111111111111
danceability,Netherlands,0.675,0.3888888888888889
danceability,Austria,0.675,0.3888888888888889
danceability,Luxembourg,0.68,0.4166666666666667
danceability,Viet Nam,0.694,0.4305555555555556
danceability,Finland,0.697,0.4444444444444444
danceability,Poland,0.698,0.4583333333333333
danceability,Iceland,0.698,0.4583333333333333
danceability,Morocco,0.7,0.4861111111111111
danceability,Czech Republic,0.7,0.4861111111111111
danceability,Italy,0.701,0.5138888888888888
danceability,Bulgaria,0.704,0.5277777777777778
danceability,Portugal,0.706,0.5416666666666666
danceability,Slovakia,0.706,0.5416666666666666
danceability,Germany,0.706,0.5416666666666666
danceability,Belarus,0.708,0.5833333333333334
danceability,Denmark,0.713,0.5972222222222222
danceability,Pakistan,0.717,0.6111111111111112
danceability,Paraguay,0.725,0.625
danceability,"Bolivia, Plurinational State of",0.726,0.6388888888888888
danceability,Lithuania,0.727,0.6527777777777778
danceability,Spain,0.73,0.6666666666666666
danceability,Argentina,0.73,0.6666666666666666
danceability,Uruguay,0.731,0.6944444444444444
danceability,Ukraine,0.733,0.7083333333333334
danceability,Egypt,0.733,0.7083333333333334
danceability,Greece,0.733,0.7083333333333334
danceability,Hungary,0.734,0.75
danceability,France,0.735,0.7638888888888888
danceability,Panama,0.738,0.7777777777777778
danceability,Mexico,0.744,0.7916666666666666
danceability,Kazakhstan,0.747,0.8055555555555556
danceability,Romania,0.75,0.8194444444444444
danceability,Costa Rica,0.751,0.8333333333333334
danceability,Guatemala,0.752,0.8472222222222222
danceability,Dominican Republic,0.76,0.8611111111111112
danceability,Nigeria,0.761,0.875
danceability,South Africa,0.765,0.8888888888888888
danceability,Nicaragua,0.767,0.9027777777777778
danceability,Honduras,0.767,0.9027777777777778
danceability,Peru,0.774,0.9305555555555556
danceability,"Venezuela, Bolivarian Republic of",0.774,0.9305555555555556
danceability,Chile,0.774,0.9305555555555556
danceability,El Salvador,0.778,0.9722222222222222
danceability,Colombia,0.778,0.9722222222222222
danceability,Ecuador,0.783,1.0
energy,Indonesia,0.462,0.0
energy,Israel,0.529,0.013888888888888888
energy,Viet Nam,0.557,0.027777777777777776
energy,Pakistan,0.564,0.041666666666666664
energy,India,0.564,0.041666666666666664
energy,Philippines,0.575,0.06944444444444445
energy,Malaysia,0.582,0.08333333333333333
energy,Iceland,0.586,0.09722222222222222
energy,Portugal,0.587,0.1111111111111111
energy,Kazakhstan,0.591,0.125
energy,South Africa,0.601,0.1388888888888889
energy,United States,0.619,0.1527777777777778
energy,Sweden,0.62,0.16666666666666666
energy,Canada,0.62,0.16666666666666666
energy,New Zealand,0.62,0.16666666666666666
energy,"Taiwan, Province of China",0.621,0.20833333333333334
energy,Hong Kong,0.621,0.20833333333333334
energy,Morocco,0.624,0.2361111111111111
energy,Ireland,0.626,0.25
energy,United Arab Emirates,0.634,0.2638888888888889
energy,Norway,0.636,0.2777777777777778
energy,Turkey,0.639,0.2916666666666667
energy,,0.646,0.3055555555555556
energy,Australia,0.646,0.3055555555555556
energy,Singapore,0.646,0.3055555555555556
energy,Lithuania,0.647,0.3472222222222222
energy,Thailand,0.65,0.3611111111111111
energy,Latvia,0.651,0.375
energy,Ukraine,0.653,0.3888888888888889
energy,Belarus,0.657,0.4027777777777778
energy,United Kingdom,0.658,0.4166666666666667
energy,Luxembourg,0.666,0.4305555555555556
energy,France,0.666,0.4305555555555556
energy,Austria,0.668,0.4583333333333333
energy,Belgium,0.668,0.4583333333333333
energy,Germany,0.668,0.4583333333333333
energy,Switzerland,0.668,0.4583333333333333
energy,Saudi Arabia,0.67,0.5138888888888888
energy,Czech Republic,0.673,0.5277777777777778
energy,Slovakia,0.674,0.5416666666666666
energy,Denmark,0.674,0.5416666666666666
energy,Panama,0.681,0.5694444444444444
energy,Hungary,0.683,0.5833333333333334
energy,Netherlands,0.689,0.5972222222222222
energy,Egypt,0.69,0.6111111111111112
energy,Poland,0.691,0.625
energy,Nigeria,0.693,0.6388888888888888
energy,Costa Rica,0.694,0.6527777777777778
energy,Estonia,0.694,0.6527777777777778
energy,Greece,0.696,0.6805555555555556
energy,Dominican Republic,0.698,0.6944444444444444
energy,Italy,0.699,0.7083333333333334
energy,"Venezuela, Bolivarian Republic of",0.7,0.7222222222222222
energy,Nicaragua,0.7,0.7222222222222222
energy,Chile,0.702,0.75
energy,Colombia,0.705,0.7638888888888888
energy,Uruguay,0.707,0.7777777777777778
energy,Ecuador,0.707,0.7777777777777778
energy,Argentina,0.707,0.7777777777777778
energy,Peru,0.708,0.8194444444444444
energy,Paraguay,0.708,0.8194444444444444
energy,"Bolivia, Plurinational State of",0.712,0.8472222222222222
energy,Spain,0.712,0.8472222222222222
energy,El Salvador,0.712,0.8472222222222222
energy,Finland,0.712,0.8472222222222222
energy,Guatemala,0.712,0.8472222222222222
energy,Honduras,0.712,0.8472222222222222
energy,Mexico,0.7235,0.9305555555555556
energy,"Korea, Republic of",0.733,0.9444444444444444
energy,Brazil,0.734,0.9583333333333334
energy,Romania,0.736,0.9722222222222222
energy,Japan,0.79,0.9861111111111112
energy,Bulgaria,0.812,1.0
speechiness,Indonesia,0.0321,0.0
speechiness,Malaysia,0.0373,0.013888888888888888
speechiness,Iceland,0.0401,0.027777777777777776
speechiness,India,0.0411,0.041666666666666664
speechiness,Philippines,0.042,0.05555555555555555
speechiness,Ireland,0.0421,0.06944444444444445
speechiness,Thailand,0.0436,0.08333333333333333
speechiness,Singapore,0.044,0.09722222222222222
speechiness,Hong Kong,0.044,0.09722222222222222
speechiness,Lithuania,0.0447,0.125
speechiness,Australia,0.0447,0.125
speechiness,Canada,0.0451,0.1527777777777778
speechiness,New Zealand,0.0452,0.16666666666666666
speechiness,"Taiwan, Province of China",0.0456,0.18055555555555555
speechiness,United Kingdom,0.0457,0.19444444444444445
speechiness,Finland,0.0461,0.20833333333333334
speechiness,Israel,0.0465,0.2222222222222222
speechiness,,0.0469,0.2361111111111111
speechiness,United States,0.0474,0.25
speechiness,United Arab Emirates,0.0478,0.2638888888888889
speechiness,Saudi Arabia,0.0479,0.2777777777777778
speechiness,Norway,0.0488,0.2916666666666667
speechiness,Japan,0.0488,0.2916666666666667
speechiness,Switzerland,0.049,0.3194444444444444
speechiness,Netherlands,0.0496,0.3333333333333333
speechiness,Viet Nam,0.0502,0.3472222222222222
speechiness,"Korea, Republic of",0.0505,0.3611111111111111
speechiness,Belgium,0.0507,0.375
speechiness,Austria,0.0512,0.3888888888888889
speechiness,Mexico,0.0519,0.4027777777777778
speechiness,Luxembourg,0.0523,0.4166666666666667
speechiness,Sweden,0.0524,0.4305555555555556
speechiness,Ukraine,0.0547,0.4444444444444444
speechiness,Estonia,0.0549,0.4583333333333333
speechiness,Latvia,0.0551,0.4722222222222222
speechiness,South Africa,0.0554,0.4861111111111111
speechiness,Guatemala,0.0587,0.5
speechiness,Uruguay,0.0589,0.5138888888888888
speechiness,Germany,0.0601,0.5277777777777778
speechiness,Argentina,0.0604,0.5416666666666666
speechiness,Belarus,0.0605,0.5555555555555556
speechiness,Egypt,0.0606,0.5694444444444444
speechiness,"Bolivia, Plurinational State of",0.0624,0.5833333333333334
speechiness,Nicaragua,0.0634,0.5972222222222222
speechiness,Paraguay,0.0636,0.6111111111111112
speechiness,Czech Republic,0.0645,0.625
speechiness,Turkey,0.0648,0.6388888888888888
speechiness,Romania,0.066,0.6527777777777778
speechiness,Peru,0.0668,0.6666666666666666
speechiness,El Salvador,0.0678,0.6805555555555556
speechiness,Costa Rica,0.0678,0.6805555555555556
speechiness,Honduras,0.0678,0.6805555555555556
speechiness,Chile,0.068,0.7222222222222222
speechiness,Denmark,0.0683,0.7361111111111112
speechiness,Ecuador,0.0687,0.75
speechiness,Kazakhstan,0.0694,0.7638888888888888
speechiness,Spain,0.0701,0.7777777777777778
speechiness,"Venezuela, Bolivarian Republic of",0.0713,0.7916666666666666
speechiness,Pakistan,0.075,0.8055555555555556
speechiness,Slovakia,0.0754,0.8194444444444444
speechiness,Poland,0.0757,0.8333333333333334
speechiness,Brazil,0.0759,0.8472222222222222
speechiness,Portugal,0.0776,0.8611111111111112
speechiness,Colombia,0.0785,0.875
speechiness,Italy,0.0802,0.8888888888888888
speechiness,Bulgaria,0.0804,0.9027777777777778
speechiness,Hungary,0.0864,0.9166666666666666
speechiness,France,0.088,0.9305555555555556
speechiness,Panama,0.105,0.9444444444444444
speechiness,Nigeria,0.109,0.9583333333333334
speechiness,Greece,0.113,0.9722222222222222
speechiness,Morocco,0.116,0.9861111111111112
speechiness,Dominican Republic,0.13,1.0
valence,Indonesia,0.344,0.0
valence,Malaysia,0.392,0.013888888888888888
valence,Israel,0.438,0.027777777777777776
valence,Slovakia,0.448,0.041666666666666664
valence,Czech Republic,0.458,0.05555555555555555
valence,Hong Kong,0.465,0.06944444444444445
valence,United Arab Emirates,0.471,0.08333333333333333
valence,Viet Nam,0.474,0.09722222222222222
valence,Singapore,0.478,0.1111111111111111
valence,"Taiwan, Province of China",0.478,0.1111111111111111
valence,United States,0.482,0.1388888888888889
valence,Saudi Arabia,0.486,0.1527777777777778
valence,Canada,0.488,0.16666666666666666
valence,Poland,0.491,0.18055555555555555
valence,Thailand,0.491,0.18055555555555555
valence,Latvia,0.494,0.20833333333333334
valence,Pakistan,0.495,0.2222222222222222
valence,Philippines,0.501,0.2361111111111111
valence,Kazakhstan,0.504,0.25
valence,Ireland,0.504,0.25
valence,South Africa,0.508,0.2777777777777778
valence,Australia,0.51,0.2916666666666667
valence,Italy,0.512,0.3055555555555556
valence,Switzerland,0.519,0.3194444444444444
valence,Estonia,0.519,0.3194444444444444
valence,United Kingdom,0.521,0.3472222222222222
valence,,0.524,0.3611111111111111
valence,New Zealand,0.532,0.375
valence,India,0.532,0.375
valence,Greece,0.533,0.4027777777777778
valence,Belgium,0.535,0.4166666666666667
valence,Austria,0.535,0.4166666666666667
valence,Turkey,0.538,0.4444444444444444
valence,Sweden,0.539,0.4583333333333333
valence,Germany,0.54,0.4722222222222222
valence,Ukraine,0.542,0.4861111111111111
valence,Iceland,0.542,0.4861111111111111
valence,Portugal,0.544,0.5138888888888888
valence,Norway,0.545,0.5277777777777778
valence,Panama,0.547,0.5416666666666666
valence,Lithuania,0.549,0.5555555555555556
valence,"Korea, Republic of",0.552,0.5694444444444444
valence,Luxembourg,0.554,0.5833333333333334
valence,"Venezuela, Bolivarian Republic of",0.556,0.5972222222222222
valence,Belarus,0.562,0.6111111111111112
valence,Hungary,0.566,0.625
valence,Costa Rica,0.577,0.6388888888888888
valence,Denmark,0.579,0.6527777777777778
valence,Netherlands,0.579,0.6527777777777778
valence,Morocco,0.582,0.6805555555555556
valence,France,0.59,0.6944444444444444
valence,Spain,0.599,0.7083333333333334
valence,Ecuador,0.601,0.7222222222222222
valence,El Salvador,0.602,0.7361111111111112
valence,Finland,0.602,0.7361111111111112
valence,Paraguay,0.607,0.7638888888888888
valence,Peru,0.607,0.7638888888888888
valence,Colombia,0.607,0.7638888888888888
valence,Honduras,0.611,0.8055555555555556
valence,Dominican Republic,0.612,0.8194444444444444
valence,Nigeria,0.625,0.8333333333333334
valence,Nicaragua,0.632,0.8472222222222222
valence,Brazil,0.65,0.8611111111111112
valence,"Bolivia, Plurinational State of",0.652,0.875
valence,Bulgaria,0.653,0.8888888888888888
valence,Chile,0.658,0.9027777777777778
valence,Romania,0.659,0.9166666666666666
valence,Guatemala,0.659,0.9166666666666666
valence,Japan,0.66,0.9444444444444444
valence,Argentina,0.661,0.9583333333333334
valence,Egypt,0.686,0.9722222222222222
valence,Uruguay,0.7,0.9861111111111112
valence,Mexico,0.702,1.0
liveness,South Africa,0.102,0.0
liveness,Philippines,0.11,0.013888888888888888
liveness,Iceland,0.112,0.027777777777777776
liveness,France,0.113,0.041666666666666664
liveness,Hong Kong,0.113,0.041666666666666664
liveness,Ireland,0.113,0.041666666666666664
liveness,Morocco,0.113,0.041666666666666664
liveness,Singapore,0.114,0.09722222222222222
liveness,Australia,0.115,0.1111111111111111
liveness,Malaysia,0.115,0.1111111111111111
liveness,Ecuador,0.116,0.1388888888888889
liveness,Indonesia,0.116,0.1388888888888889
liveness,United Kingdom,0.116,0.1388888888888889
liveness,Belgium,0.117,0.18055555555555555
liveness,Bulgaria,0.117,0.18055555555555555
liveness,Canada,0.117,0.18055555555555555
liveness,Kazakhstan,0.117,0.18055555555555555
liveness,Luxembourg,0.117,0.18055555555555555
liveness,Netherlands,0.117,0.18055555555555555
liveness,,0.117,0.18055555555555555
liveness,Spain,0.117,0.18055555555555555
liveness,"Korea, Republic of",0.118,0.2916666666666667
liveness,New Zealand,0.118,0.2916666666666667
liveness,Nicaragua,0.118,0.2916666666666667
liveness,"Taiwan, Province of China",0.118,0.2916666666666667
liveness,"Venezuela, Bolivarian Republic of",0.118,0.2916666666666667
liveness,Austria,0.119,0.3611111111111111
liveness,Costa Rica,0.119,0.3611111111111111
liveness,El Salvador,0.119,0.3611111111111111
liveness,Hungary,0.119,0.3611111111111111
liveness,Panama,0.119,0.3611111111111111
liveness,Peru,0.119,0.3611111111111111
liveness,Switzerland,0.119,0.3611111111111111
liveness,United States,0.119,0.3611111111111111
liveness,Chile,0.12,0.4722222222222222
liveness,Colombia,0.12,0.4722222222222222
liveness,Dominican Republic,0.12,0.4722222222222222
liveness,Guatemala,0.12,0.4722222222222222
liveness,Honduras,0.12,0.4722222222222222
liveness,United Arab Emirates,0.12,0.4722222222222222
liveness,Germany,0.121,0.5555555555555556
liveness,Lithuania,0.121,0.5555555555555556
liveness,Paraguay,0.121,0.5555555555555556
liveness,Romania,0.121,0.5555555555555556
liveness,Uruguay,0.121,0.5555555555555556
liveness,Saudi Arabia,0.122,0.625
liveness,Portugal,0.122,0.625
liveness,Sweden,0.122,0.625
liveness,Ukraine,0.122,0.625
liveness,Czech Republic,0.123,0.6805555555555556
liveness,Slovakia,0.123,0.6805555555555556
liveness,Viet Nam,0.123,0.6805555555555556
liveness,India,0.124,0.7222222222222222
liveness,Norway,0.124,0.7222222222222222
liveness,Greece,0.126,0.75
liveness,Nigeria,0.127,0.7638888888888888
liveness,Egypt,0.128,0.7777777777777778
liveness,Pakistan,0.128,0.7777777777777778
liveness,Denmark,0.13,0.8055555555555556
liveness,Finland,0.13,0.8055555555555556
liveness,Argentina,0.131,0.8333333333333334
liveness,Italy,0.131,0.8333333333333334
liveness,Mexico,0.131,0.8333333333333334
liveness,"Bolivia, Plurinational State of",0.134,0.875
liveness,Latvia,0.134,0.875
liveness,Poland,0.135,0.9027777777777778
liveness,Turkey,0.135,0.9027777777777778
liveness,Estonia,0.138,0.9305555555555556
liveness,Israel,0.138,0.9305555555555556
liveness,Japan,0.145,0.9583333333333334
liveness,Thailand,0.147,0.9722222222222222
liveness,Belarus,0.156,0.9861111111111112
liveness,Brazil,0.247,1.0
acousticness,Japan,0.0604,0.0
acousticness,South Africa,0.0632,0.013888888888888888
acousticness,Estonia,0.0823,0.027777777777777776
acousticness,Bulgaria,0.0844,0.041666666666666664
acousticness,Belarus,0.108,0.05555555555555555
acousticness,Latvia,0.12,0.06944444444444445
acousticness,Slovakia,0.123,0.08333333333333333
acousticness,Czech Republic,0.123,0.08333333333333333
acousticness,Finland,0.125,0.1111111111111111
acousticness,Netherlands,0.129,0.125
acousticness,Germany,0.13,0.1388888888888889
acousticness,Austria,0.132,0.1527777777777778
acousticness,Denmark,0.132,0.1527777777777778
acousticness,United Arab Emirates,0.136,0.18055555555555555
acousticness,Singapore,0.136,0.18055555555555555
acousticness,Romania,0.137,0.20833333333333334
acousticness,"Korea, Republic of",0.142,0.2222222222222222
acousticness,Saudi Arabia,0.146,0.2361111111111111
acousticness,Poland,0.148,0.25
acousticness,Luxembourg,0.15,0.2638888888888889
acousticness,,0.15,0.2638888888888889
acousticness,Switzerland,0.15,0.2638888888888889
acousticness,New Zealand,0.151,0.3055555555555556
acousticness,United Kingdom,0.151,0.3055555555555556
acousticness,Lithuania,0.151,0.3055555555555556
acousticness,Australia,0.152,0.3472222222222222
acousticness,Belgium,0.155,0.3611111111111111
acousticness,Italy,0.158,0.375
acousticness,Chile,0.163,0.3888888888888889
acousticness,Colombia,0.163,0.3888888888888889
acousticness,Norway,0.164,0.4166666666666667
acousticness,Peru,0.169,0.4305555555555556
acousticness,Ecuador,0.169,0.4305555555555556
acousticness,Ukraine,0.171,0.4583333333333333
acousticness,Iceland,0.173,0.4722222222222222
acousticness,Ireland,0.174,0.4861111111111111
acousticness,Hungary,0.176,0.5
acousticness,Canada,0.177,0.5138888888888888
acousticness,"Venezuela, Bolivarian Republic of",0.181,0.5277777777777778
acousticness,Uruguay,0.182,0.5416666666666666
acousticness,Argentina,0.183,0.5555555555555556
acousticness,United States,0.183,0.5555555555555556
